filename,sign_id,subject,repetition,sign_name,num_frames
013_001_002.npy,13,1,2,Away,101
005_005_005.npy,5,5,5,Bright,86
004_010_005.npy,4,10,5,Yellow,57
052_010_005.npy,52,10,5,Shut down,103
026_004_002.npy,26,4,2,Country,115
034_005_002.npy,34,5,2,Map,124
014_009_003.npy,14,9,3,Drawer,37
028_009_002.npy,28,9,2,Where,80
014_007_003.npy,14,7,3,Drawer,30
006_006_002.npy,6,6,2,Light-blue,121
004_009_001.npy,4,9,1,Yellow,68
037_009_003.npy,37,9,3,Ship,87
051_010_005.npy,51,10,5,Thanks,85
025_009_003.npy,25,9,3,Uruguay,91
061_010_005.npy,61,10,5,Run,78
036_006_002.npy,36,6,2,Music,118
023_001_002.npy,23,1,2,Food,66
057_001_003.npy,57,1,3,Dance,67
027_010_004.npy,27,10,4,Last name,62
048_005_004.npy,48,5,4,Spaghetti,142
001_003_005.npy,1,3,5,Opaque,75
048_007_005.npy,48,7,5,Spaghetti,118
054_004_001.npy,54,4,1,To land,85
064_004_002.npy,64,4,2,Find,46
020_001_001.npy,20,1,1,Sweet milk,55
018_004_002.npy,18,4,2,Skimmer,70
029_009_005.npy,29,9,5,Mock,61
026_006_004.npy,26,6,4,Country,144
023_009_001.npy,23,9,1,Food,80
059_001_005.npy,59,1,5,Buy,60
064_002_005.npy,64,2,5,Find,66
056_009_002.npy,56,9,2,Help,60
019_002_001.npy,19,2,1,Bitter,70
026_004_005.npy,26,4,5,Country,68
045_001_004.npy,45,1,4,Barbecue,103
049_003_003.npy,49,3,3,Yogurt,108
034_002_001.npy,34,2,1,Map,154
020_009_005.npy,20,9,5,Sweet milk,62
028_003_002.npy,28,3,2,Where,87
036_002_001.npy,36,2,1,Music,104
062_003_005.npy,62,3,5,Realize,51
045_008_003.npy,45,8,3,Barbecue,100
036_008_002.npy,36,8,2,Music,75
022_006_005.npy,22,6,5,Water,88
018_003_003.npy,18,3,3,Skimmer,111
009_010_003.npy,9,10,3,Women,78
008_001_003.npy,8,1,3,Pink,62
040_008_002.npy,40,8,2,Patience,98
063_006_003.npy,63,6,3,Give,57
064_010_002.npy,64,10,2,Find,111
001_005_001.npy,1,5,1,Opaque,45
005_001_001.npy,5,1,1,Bright,65
048_009_002.npy,48,9,2,Spaghetti,83
040_006_003.npy,40,6,3,Patience,130
008_002_002.npy,8,2,2,Pink,38
019_009_002.npy,19,9,2,Bitter,44
004_009_005.npy,4,9,5,Yellow,41
052_005_005.npy,52,5,5,Shut down,62
043_001_003.npy,43,1,3,Trap,60
027_004_005.npy,27,4,5,Last name,72
045_009_001.npy,45,9,1,Barbecue,111
050_004_005.npy,50,4,5,Accept,52
039_010_005.npy,39,10,5,Name,114
008_008_004.npy,8,8,4,Pink,57
010_003_002.npy,10,3,2,Enemy,44
017_009_001.npy,17,9,1,Call,50
026_010_004.npy,26,10,4,Country,141
036_010_005.npy,36,10,5,Music,70
023_009_004.npy,23,9,4,Food,75
063_002_001.npy,63,2,1,Give,129
043_005_005.npy,43,5,5,Trap,68
023_010_001.npy,23,10,1,Food,85
026_007_001.npy,26,7,1,Country,73
054_009_003.npy,54,9,3,To land,111
040_010_004.npy,40,10,4,Patience,171
048_010_004.npy,48,10,4,Spaghetti,140
047_004_004.npy,47,4,4,Chewing-gum,79
060_001_001.npy,60,1,1,Copy,100
039_006_005.npy,39,6,5,Name,75
016_008_001.npy,16,8,1,Learn,89
017_009_004.npy,17,9,4,Call,67
032_002_001.npy,32,2,1,Photo,73
041_006_004.npy,41,6,4,Perfume,133
060_007_001.npy,60,7,1,Copy,110
044_007_003.npy,44,7,3,Rice,86
055_001_005.npy,55,1,5,Catch,61
034_001_003.npy,34,1,3,Map,173
012_006_003.npy,12,6,3,Man,132
051_006_001.npy,51,6,1,Thanks,108
051_003_001.npy,51,3,1,Thanks,122
040_009_001.npy,40,9,1,Patience,90
027_008_004.npy,27,8,4,Last name,49
041_008_003.npy,41,8,3,Perfume,109
001_007_004.npy,1,7,4,Opaque,73
040_001_003.npy,40,1,3,Patience,70
002_009_001.npy,2,9,1,Red,72
020_005_005.npy,20,5,5,Sweet milk,44
042_006_002.npy,42,6,2,Deaf,141
049_008_001.npy,49,8,1,Yogurt,135
018_008_001.npy,18,8,1,Skimmer,79
035_003_003.npy,35,3,3,Coin,109
029_009_003.npy,29,9,3,Mock,78
020_009_004.npy,20,9,4,Sweet milk,55
003_003_002.npy,3,3,2,Green,70
043_002_005.npy,43,2,5,Trap,79
042_008_003.npy,42,8,3,Deaf,112
032_007_001.npy,32,7,1,Photo,77
039_005_005.npy,39,5,5,Name,76
014_002_005.npy,14,2,5,Drawer,33
005_009_002.npy,5,9,2,Bright,75
020_009_002.npy,20,9,2,Sweet milk,49
033_005_001.npy,33,5,1,Hungry,54
024_005_002.npy,24,5,2,Argentina,42
059_005_004.npy,59,5,4,Buy,29
023_005_001.npy,23,5,1,Food,97
052_003_004.npy,52,3,4,Shut down,64
054_007_005.npy,54,7,5,To land,94
018_006_001.npy,18,6,1,Skimmer,59
014_010_005.npy,14,10,5,Drawer,16
015_009_005.npy,15,9,5,Born,68
006_002_003.npy,6,2,3,Light-blue,95
052_004_002.npy,52,4,2,Shut down,38
055_007_001.npy,55,7,1,Catch,55
050_001_003.npy,50,1,3,Accept,85
015_005_005.npy,15,5,5,Born,59
020_008_003.npy,20,8,3,Sweet milk,68
035_007_002.npy,35,7,2,Coin,115
039_007_004.npy,39,7,4,Name,56
041_003_002.npy,41,3,2,Perfume,136
022_007_004.npy,22,7,4,Water,70
023_001_001.npy,23,1,1,Food,66
035_001_005.npy,35,1,5,Coin,108
045_006_002.npy,45,6,2,Barbecue,115
022_004_001.npy,22,4,1,Water,69
050_007_002.npy,50,7,2,Accept,70
059_008_002.npy,59,8,2,Buy,83
027_010_002.npy,27,10,2,Last name,97
010_004_005.npy,10,4,5,Enemy,45
031_007_002.npy,31,7,2,Breakfast,143
002_010_004.npy,2,10,4,Red,77
031_009_001.npy,31,9,1,Breakfast,100
021_004_003.npy,21,4,3,Milk,107
021_009_003.npy,21,9,3,Milk,92
053_003_002.npy,53,3,2,Appear,61
013_003_005.npy,13,3,5,Away,67
044_010_004.npy,44,10,4,Rice,141
026_001_004.npy,26,1,4,Country,77
003_006_001.npy,3,6,1,Green,79
002_009_002.npy,2,9,2,Red,64
049_008_005.npy,49,8,5,Yogurt,87
014_007_004.npy,14,7,4,Drawer,59
016_003_004.npy,16,3,4,Learn,100
056_009_005.npy,56,9,5,Help,77
013_001_003.npy,13,1,3,Away,92
055_001_004.npy,55,1,4,Catch,74
012_005_004.npy,12,5,4,Man,109
033_008_005.npy,33,8,5,Hungry,71
005_002_005.npy,5,2,5,Bright,88
030_001_005.npy,30,1,5,Birthday,78
012_005_001.npy,12,5,1,Man,110
040_003_005.npy,40,3,5,Patience,95
015_003_002.npy,15,3,2,Born,53
050_002_003.npy,50,2,3,Accept,69
062_006_005.npy,62,6,5,Realize,94
008_005_005.npy,8,5,5,Pink,68
021_003_002.npy,21,3,2,Milk,97
032_004_003.npy,32,4,3,Photo,76
006_007_004.npy,6,7,4,Light-blue,109
050_009_005.npy,50,9,5,Accept,66
033_004_001.npy,33,4,1,Hungry,64
001_009_002.npy,1,9,2,Opaque,67
020_006_004.npy,20,6,4,Sweet milk,53
040_001_004.npy,40,1,4,Patience,78
037_004_005.npy,37,4,5,Ship,77
027_004_004.npy,27,4,4,Last name,73
010_001_005.npy,10,1,5,Enemy,39
045_002_003.npy,45,2,3,Barbecue,107
059_004_003.npy,59,4,3,Buy,57
014_009_002.npy,14,9,2,Drawer,30
027_002_003.npy,27,2,3,Last name,44
032_003_003.npy,32,3,3,Photo,82
060_006_003.npy,60,6,3,Copy,101
022_010_004.npy,22,10,4,Water,75
010_007_002.npy,10,7,2,Enemy,42
029_005_002.npy,29,5,2,Mock,52
059_001_001.npy,59,1,1,Buy,66
021_007_004.npy,21,7,4,Milk,99
022_006_003.npy,22,6,3,Water,83
059_008_001.npy,59,8,1,Buy,83
030_001_003.npy,30,1,3,Birthday,91
043_006_005.npy,43,6,5,Trap,74
032_001_001.npy,32,1,1,Photo,91
037_008_001.npy,37,8,1,Ship,42
044_005_002.npy,44,5,2,Rice,65
032_008_002.npy,32,8,2,Photo,78
054_009_001.npy,54,9,1,To land,86
058_009_002.npy,58,9,2,Bathe,66
020_006_001.npy,20,6,1,Sweet milk,47
020_003_004.npy,20,3,4,Sweet milk,64
049_007_001.npy,49,7,1,Yogurt,91
057_006_001.npy,57,6,1,Dance,103
051_001_001.npy,51,1,1,Thanks,122
041_005_003.npy,41,5,3,Perfume,100
046_002_005.npy,46,2,5,Candy,141
046_003_002.npy,46,3,2,Candy,75
005_010_002.npy,5,10,2,Bright,118
004_008_004.npy,4,8,4,Yellow,70
002_010_005.npy,2,10,5,Red,54
052_006_004.npy,52,6,4,Shut down,59
003_002_004.npy,3,2,4,Green,102
036_006_005.npy,36,6,5,Music,104
019_009_003.npy,19,9,3,Bitter,41
035_001_004.npy,35,1,4,Coin,100
038_006_005.npy,38,6,5,None,64
004_003_001.npy,4,3,1,Yellow,42
060_010_004.npy,60,10,4,Copy,142
036_004_002.npy,36,4,2,Music,73
058_003_002.npy,58,3,2,Bathe,92
037_002_005.npy,37,2,5,Ship,141
023_008_003.npy,23,8,3,Food,88
050_009_002.npy,50,9,2,Accept,75
024_004_002.npy,24,4,2,Argentina,45
028_010_005.npy,28,10,5,Where,143
026_005_005.npy,26,5,5,Country,70
047_001_004.npy,47,1,4,Chewing-gum,103
029_003_001.npy,29,3,1,Mock,50
034_010_003.npy,34,10,3,Map,130
010_009_002.npy,10,9,2,Enemy,39
028_007_004.npy,28,7,4,Where,128
062_008_001.npy,62,8,1,Realize,79
020_004_001.npy,20,4,1,Sweet milk,60
059_007_003.npy,59,7,3,Buy,65
005_003_003.npy,5,3,3,Bright,96
001_005_003.npy,1,5,3,Opaque,50
007_008_003.npy,7,8,3,Colors,76
041_010_003.npy,41,10,3,Perfume,92
037_005_003.npy,37,5,3,Ship,76
025_008_002.npy,25,8,2,Uruguay,110
046_010_005.npy,46,10,5,Candy,74
016_004_002.npy,16,4,2,Learn,70
062_003_004.npy,62,3,4,Realize,120
030_010_004.npy,30,10,4,Birthday,142
036_009_003.npy,36,9,3,Music,93
061_001_005.npy,61,1,5,Run,143
034_003_001.npy,34,3,1,Map,188
027_002_004.npy,27,2,4,Last name,50
029_010_005.npy,29,10,5,Mock,104
051_004_001.npy,51,4,1,Thanks,89
033_004_004.npy,33,4,4,Hungry,51
034_009_001.npy,34,9,1,Map,107
041_006_005.npy,41,6,5,Perfume,201
061_007_002.npy,61,7,2,Run,82
013_001_001.npy,13,1,1,Away,99
064_008_001.npy,64,8,1,Find,72
001_001_005.npy,1,1,5,Opaque,45
026_008_001.npy,26,8,1,Country,47
003_006_004.npy,3,6,4,Green,98
029_004_003.npy,29,4,3,Mock,57
050_003_004.npy,50,3,4,Accept,79
045_005_001.npy,45,5,1,Barbecue,134
013_003_004.npy,13,3,4,Away,65
043_005_002.npy,43,5,2,Trap,73
037_009_004.npy,37,9,4,Ship,85
037_006_002.npy,37,6,2,Ship,77
059_004_004.npy,59,4,4,Buy,55
032_006_002.npy,32,6,2,Photo,111
030_008_001.npy,30,8,1,Birthday,111
009_007_005.npy,9,7,5,Women,80
030_009_001.npy,30,9,1,Birthday,105
060_007_002.npy,60,7,2,Copy,110
003_003_004.npy,3,3,4,Green,72
050_008_001.npy,50,8,1,Accept,81
013_005_005.npy,13,5,5,Away,101
022_010_003.npy,22,10,3,Water,83
015_007_001.npy,15,7,1,Born,60
047_002_003.npy,47,2,3,Chewing-gum,107
041_005_001.npy,41,5,1,Perfume,105
043_003_002.npy,43,3,2,Trap,51
013_001_005.npy,13,1,5,Away,73
056_001_001.npy,56,1,1,Help,64
041_002_003.npy,41,2,3,Perfume,88
048_007_004.npy,48,7,4,Spaghetti,112
034_007_003.npy,34,7,3,Map,133
011_008_004.npy,11,8,4,Son,53
001_005_002.npy,1,5,2,Opaque,65
035_009_005.npy,35,9,5,Coin,75
059_001_004.npy,59,1,4,Buy,69
031_005_004.npy,31,5,4,Breakfast,99
013_005_004.npy,13,5,4,Away,111
053_009_004.npy,53,9,4,Appear,70
027_009_004.npy,27,9,4,Last name,87
039_003_005.npy,39,3,5,Name,89
004_003_002.npy,4,3,2,Yellow,41
058_003_003.npy,58,3,3,Bathe,95
043_010_001.npy,43,10,1,Trap,112
035_003_001.npy,35,3,1,Coin,63
008_007_002.npy,8,7,2,Pink,25
013_006_005.npy,13,6,5,Away,68
001_008_003.npy,1,8,3,Opaque,48
056_003_004.npy,56,3,4,Help,71
037_007_001.npy,37,7,1,Ship,80
001_001_002.npy,1,1,2,Opaque,99
005_006_004.npy,5,6,4,Bright,102
060_003_004.npy,60,3,4,Copy,88
033_008_002.npy,33,8,2,Hungry,70
058_008_004.npy,58,8,4,Bathe,79
026_001_001.npy,26,1,1,Country,70
059_009_003.npy,59,9,3,Buy,60
051_002_004.npy,51,2,4,Thanks,118
047_007_005.npy,47,7,5,Chewing-gum,78
052_002_002.npy,52,2,2,Shut down,86
030_003_004.npy,30,3,4,Birthday,142
042_005_005.npy,42,5,5,Deaf,167
043_003_003.npy,43,3,3,Trap,86
064_007_004.npy,64,7,4,Find,52
048_004_001.npy,48,4,1,Spaghetti,101
047_001_003.npy,47,1,3,Chewing-gum,103
048_008_002.npy,48,8,2,Spaghetti,106
039_009_004.npy,39,9,4,Name,65
059_007_005.npy,59,7,5,Buy,62
030_006_004.npy,30,6,4,Birthday,133
036_007_002.npy,36,7,2,Music,106
007_005_004.npy,7,5,4,Colors,89
048_010_002.npy,48,10,2,Spaghetti,144
003_009_003.npy,3,9,3,Green,66
024_001_004.npy,24,1,4,Argentina,71
009_008_005.npy,9,8,5,Women,82
062_009_004.npy,62,9,4,Realize,57
060_010_001.npy,60,10,1,Copy,113
022_006_004.npy,22,6,4,Water,55
046_001_004.npy,46,1,4,Candy,100
025_005_002.npy,25,5,2,Uruguay,88
042_005_001.npy,42,5,1,Deaf,110
032_006_004.npy,32,6,4,Photo,118
029_005_003.npy,29,5,3,Mock,61
029_007_002.npy,29,7,2,Mock,53
003_002_003.npy,3,2,3,Green,73
039_001_004.npy,39,1,4,Name,47
004_006_002.npy,4,6,2,Yellow,79
016_010_004.npy,16,10,4,Learn,77
005_004_004.npy,5,4,4,Bright,66
050_007_003.npy,50,7,3,Accept,64
033_002_001.npy,33,2,1,Hungry,96
003_008_003.npy,3,8,3,Green,66
048_007_003.npy,48,7,3,Spaghetti,99
050_006_004.npy,50,6,4,Accept,82
040_005_001.npy,40,5,1,Patience,76
040_004_003.npy,40,4,3,Patience,68
019_002_005.npy,19,2,5,Bitter,41
062_008_002.npy,62,8,2,Realize,113
005_007_005.npy,5,7,5,Bright,65
032_010_005.npy,32,10,5,Photo,107
039_002_003.npy,39,2,3,Name,114
020_009_001.npy,20,9,1,Sweet milk,45
017_008_002.npy,17,8,2,Call,54
021_006_002.npy,21,6,2,Milk,91
011_005_005.npy,11,5,5,Son,52
029_007_001.npy,29,7,1,Mock,83
025_006_001.npy,25,6,1,Uruguay,144
051_007_001.npy,51,7,1,Thanks,99
042_010_003.npy,42,10,3,Deaf,142
004_005_005.npy,4,5,5,Yellow,58
008_010_004.npy,8,10,4,Pink,59
012_004_001.npy,12,4,1,Man,139
011_004_001.npy,11,4,1,Son,45
032_006_001.npy,32,6,1,Photo,116
061_004_005.npy,61,4,5,Run,85
011_006_005.npy,11,6,5,Son,42
054_008_004.npy,54,8,4,To land,77
037_002_004.npy,37,2,4,Ship,104
053_001_002.npy,53,1,2,Appear,68
048_001_001.npy,48,1,1,Spaghetti,99
031_009_005.npy,31,9,5,Breakfast,121
063_009_005.npy,63,9,5,Give,112
017_006_005.npy,17,6,5,Call,55
027_002_001.npy,27,2,1,Last name,73
064_007_001.npy,64,7,1,Find,55
044_004_001.npy,44,4,1,Rice,82
034_005_005.npy,34,5,5,Map,154
005_009_004.npy,5,9,4,Bright,71
044_008_002.npy,44,8,2,Rice,74
001_004_003.npy,1,4,3,Opaque,80
047_010_005.npy,47,10,5,Chewing-gum,111
050_001_002.npy,50,1,2,Accept,144
003_007_002.npy,3,7,2,Green,63
036_002_002.npy,36,2,2,Music,103
027_008_005.npy,27,8,5,Last name,77
018_008_002.npy,18,8,2,Skimmer,85
053_004_005.npy,53,4,5,Appear,34
030_002_004.npy,30,2,4,Birthday,113
018_001_004.npy,18,1,4,Skimmer,68
015_001_001.npy,15,1,1,Born,68
049_001_003.npy,49,1,3,Yogurt,174
054_006_005.npy,54,6,5,To land,79
053_003_005.npy,53,3,5,Appear,66
035_006_005.npy,35,6,5,Coin,84
023_010_002.npy,23,10,2,Food,82
054_002_004.npy,54,2,4,To land,141
048_010_001.npy,48,10,1,Spaghetti,110
059_009_005.npy,59,9,5,Buy,75
034_001_005.npy,34,1,5,Map,168
018_010_001.npy,18,10,1,Skimmer,83
054_009_004.npy,54,9,4,To land,90
059_004_001.npy,59,4,1,Buy,91
013_007_001.npy,13,7,1,Away,55
048_002_004.npy,48,2,4,Spaghetti,97
052_003_002.npy,52,3,2,Shut down,59
041_005_002.npy,41,5,2,Perfume,121
060_005_002.npy,60,5,2,Copy,49
043_009_003.npy,43,9,3,Trap,58
006_003_004.npy,6,3,4,Light-blue,80
010_001_003.npy,10,1,3,Enemy,47
007_001_002.npy,7,1,2,Colors,77
038_009_003.npy,38,9,3,None,66
047_007_003.npy,47,7,3,Chewing-gum,77
027_006_002.npy,27,6,2,Last name,60
017_003_003.npy,17,3,3,Call,72
007_006_001.npy,7,6,1,Colors,77
040_008_004.npy,40,8,4,Patience,76
045_001_002.npy,45,1,2,Barbecue,145
033_006_003.npy,33,6,3,Hungry,98
028_002_002.npy,28,2,2,Where,73
029_002_001.npy,29,2,1,Mock,143
046_010_004.npy,46,10,4,Candy,72
061_006_004.npy,61,6,4,Run,104
026_004_004.npy,26,4,4,Country,57
014_004_005.npy,14,4,5,Drawer,81
054_007_004.npy,54,7,4,To land,66
031_008_005.npy,31,8,5,Breakfast,99
057_007_004.npy,57,7,4,Dance,87
007_003_001.npy,7,3,1,Colors,80
054_006_004.npy,54,6,4,To land,80
053_002_003.npy,53,2,3,Appear,66
015_006_003.npy,15,6,3,Born,68
031_003_004.npy,31,3,4,Breakfast,103
009_001_005.npy,9,1,5,Women,53
049_002_003.npy,49,2,3,Yogurt,94
029_002_002.npy,29,2,2,Mock,122
005_002_003.npy,5,2,3,Bright,82
002_006_004.npy,2,6,4,Red,96
051_001_003.npy,51,1,3,Thanks,72
055_008_005.npy,55,8,5,Catch,77
036_006_004.npy,36,6,4,Music,106
040_002_002.npy,40,2,2,Patience,71
049_007_002.npy,49,7,2,Yogurt,100
040_004_002.npy,40,4,2,Patience,107
054_005_002.npy,54,5,2,To land,140
037_005_001.npy,37,5,1,Ship,65
048_008_005.npy,48,8,5,Spaghetti,87
024_007_001.npy,24,7,1,Argentina,57
024_007_002.npy,24,7,2,Argentina,64
002_002_003.npy,2,2,3,Red,71
053_010_005.npy,53,10,5,Appear,86
057_004_001.npy,57,4,1,Dance,81
048_006_004.npy,48,6,4,Spaghetti,115
056_006_005.npy,56,6,5,Help,103
017_006_003.npy,17,6,3,Call,34
040_007_003.npy,40,7,3,Patience,139
047_008_001.npy,47,8,1,Chewing-gum,84
005_004_001.npy,5,4,1,Bright,84
055_002_004.npy,55,2,4,Catch,82
025_009_001.npy,25,9,1,Uruguay,65
014_001_002.npy,14,1,2,Drawer,33
048_005_001.npy,48,5,1,Spaghetti,104
007_009_002.npy,7,9,2,Colors,38
045_002_005.npy,45,2,5,Barbecue,132
039_003_002.npy,39,3,2,Name,50
057_003_004.npy,57,3,4,Dance,141
057_005_001.npy,57,5,1,Dance,85
058_007_001.npy,58,7,1,Bathe,86
009_008_003.npy,9,8,3,Women,70
027_001_005.npy,27,1,5,Last name,74
037_006_003.npy,37,6,3,Ship,108
042_001_004.npy,42,1,4,Deaf,93
013_002_002.npy,13,2,2,Away,60
032_003_004.npy,32,3,4,Photo,105
031_009_002.npy,31,9,2,Breakfast,131
036_008_003.npy,36,8,3,Music,72
028_006_001.npy,28,6,1,Where,125
047_006_005.npy,47,6,5,Chewing-gum,90
031_006_003.npy,31,6,3,Breakfast,94
044_001_001.npy,44,1,1,Rice,99
033_001_001.npy,33,1,1,Hungry,75
016_010_003.npy,16,10,3,Learn,54
036_001_001.npy,36,1,1,Music,60
015_007_002.npy,15,7,2,Born,14
011_006_004.npy,11,6,4,Son,41
036_009_001.npy,36,9,1,Music,63
051_005_001.npy,51,5,1,Thanks,117
005_002_002.npy,5,2,2,Bright,67
012_007_005.npy,12,7,5,Man,67
039_006_004.npy,39,6,4,Name,79
010_007_005.npy,10,7,5,Enemy,40
031_006_004.npy,31,6,4,Breakfast,109
058_001_003.npy,58,1,3,Bathe,107
044_006_001.npy,44,6,1,Rice,122
025_005_004.npy,25,5,4,Uruguay,83
061_010_001.npy,61,10,1,Run,73
056_005_002.npy,56,5,2,Help,78
025_006_005.npy,25,6,5,Uruguay,143
023_008_002.npy,23,8,2,Food,87
016_002_001.npy,16,2,1,Learn,71
061_007_003.npy,61,7,3,Run,79
056_005_004.npy,56,5,4,Help,86
034_006_005.npy,34,6,5,Map,134
015_008_002.npy,15,8,2,Born,81
007_009_001.npy,7,9,1,Colors,36
009_005_005.npy,9,5,5,Women,92
033_009_005.npy,33,9,5,Hungry,69
035_005_002.npy,35,5,2,Coin,59
045_005_005.npy,45,5,5,Barbecue,157
005_003_001.npy,5,3,1,Bright,78
007_008_001.npy,7,8,1,Colors,66
035_004_004.npy,35,4,4,Coin,88
052_002_003.npy,52,2,3,Shut down,48
004_007_004.npy,4,7,4,Yellow,70
064_001_004.npy,64,1,4,Find,70
034_010_001.npy,34,10,1,Map,125
039_004_004.npy,39,4,4,Name,67
